rate,ml_model,sessions,connection rate,concurrency,connection time (min),connection time (avg),connection time (max),connection time (stdev),request rate,ms per request,reply rate (min),reply rate (avg),reply rate (max),reply rate (stdev),response_time,cores,memory,payload_instance,errors,error_percentage,session rate (min),session rate (avg),session rate (max),session rate (stdev),sessions connections/session,session lifetime,session failtime,session length histogram part 1,session length histogram part 2,test duration,,,,,,,,,,
445,mnist,26700,447.8,381,2.7,143.1,1478.6,118.5,447.8,2.2,414.8,447.1,487.4,26.1,114.7,3,0.5,3,0,0,414.82,447.77,487.4,26.14,1,0.1,0,,,59.629,,,,,,,,,,
455,mnist,27300,455.3,431,2.6,194.7,1766.3,168.5,453.2,2.2,397.9,451.9,524.8,45.3,158.1,3,0.5,3,122,0.004468864,397.86,453.24,524.83,45.34,1,0.2,0,,,59.964,,,,,,,,,,
485,mnist,29100,483.3,603,2.7,435.2,2144.6,363.5,456.9,2.2,379.1,457.6,529.2,56.4,357.4,3,0.5,3,1588,0.054570447,379.05,456.89,529.16,56.35,1,0.4,0,,,60.216,,,,,,,,,,
495,mnist,29700,492.1,774,19.6,659,16613.9,566.5,456.2,2.2,314.6,450.7,586.9,83.5,541,3,0.5,3,2190,0.073737374,314.58,455.83,586.93,83.45,1,0.7,0,,,60.352,,,,,,,,,,
5,mnist,300,5.5,2,2.5,3,4.6,2.5,5.5,181.4,3.6,5.4,7.8,1.2,2.7,3,0.5,1,0,0,3.6,5.51,7.8,1.25,1,0,0,,,54.426,,,,,,,,,,
95,mnist,5700,95.7,4,2.4,2.8,7.2,2.5,95.7,10.4,90.2,95.5,103.2,4.9,2.6,3,0.5,1,0,0,90.2,95.73,103.2,4.95,1,0,0,,,59.54,,,,,,,,,,
125,mnist,7500,125.2,5,2.1,2.9,8.8,2.5,125.2,8,117,125.4,141.2,6.5,2.7,3,0.5,1,0,0,117,125.21,141.2,6.52,1,0,0,,,59.9,,,,,,,,,,
135,mnist,8100,135.1,5,2.4,2.9,7.4,2.5,135.1,7.4,129.4,135.2,145.6,4.8,2.7,3,0.5,1,0,0,129.4,135.14,145.6,4.81,1,0,0,,,59.94,,,,,,,,,,
165,mnist,9900,166.5,7,2.2,3,10.8,2.5,166.5,6,158,166,173,5,2.7,3,0.5,1,0,0,158,166.54,173,4.96,1,0,0,,,59.445,,,,,,,,,,
175,mnist,10500,176.4,7,2.4,3,7.5,2.5,176.4,5.7,164.2,176.3,183.8,6,2.7,3,0.5,1,0,0,164.2,176.42,183.8,6,1,0,0,,,59.518,,,,,,,,,,
205,mnist,12300,206.9,8,2.4,3.1,12.3,2.5,206.9,4.8,193,207.5,218.2,7.3,2.8,3,0.5,1,0,0,193,206.87,218.2,7.3,1,0,0,,,59.457,,,,,,,,,,
215,mnist,12900,216,8,2.4,3.1,12,2.5,216,4.6,206.2,217.1,231.6,7.5,2.8,3,0.5,1,0,0,206.2,216.04,231.6,7.48,1,0,0,,,59.71,,,,,,,,,,
225,mnist,13500,225.6,8,2.2,3.1,11.7,2.5,225.6,4.4,214.8,226.5,244,9.1,2.8,3,0.5,1,0,0,214.8,225.6,244,9.14,1,0,0,,,59.841,,,,,,,,,,
255,mnist,15300,256.2,21,2.4,4.2,58.2,3.5,256.2,3.9,244.4,255.8,275.4,9.8,3.4,3,0.5,1,0,0,244.4,256.2,275.4,9.83,1,0,0,,,59.72,,,,,,,,,,
265,mnist,15900,266.4,25,2.4,4.9,63.6,3.5,266.4,3.8,247.8,266.2,282.9,9.8,3.8,3,0.5,1,0,0,247.8,266.43,282.87,9.76,1,0,0,,,59.679,,,,,,,,,,
295,mnist,17700,296.6,32,2.4,6.7,79.1,3.5,296.6,3.4,277.6,297.1,309.8,10,4.8,3,0.5,1,0,0,277.6,296.59,309.8,9.96,1,0,0,,,59.679,,,,,,,,,,
305,mnist,18300,307,40,2.4,7.4,87.6,3.5,307,3.3,291.3,307.3,319.4,9.2,5.3,3,0.5,1,0,0,291.32,306.99,319.4,9.17,1,0,0,,,59.61,,,,,,,,,,
335,mnist,20100,336.7,56,2.1,12.3,140.4,3.5,336.7,3,320,337.1,353.4,9.7,8.5,3,0.5,1,0,0,320,336.68,353.4,9.68,1,0,0,,,59.701,,,,,,,,,,
345,mnist,20700,346.8,85,2.2,15.2,212.5,3.5,346.8,2.9,331.4,346.7,359,8.8,10.6,3,0.5,1,0,0,331.4,346.84,359,8.8,1,0,0,,,59.682,,,,,,,,,,
395,mnist,23700,398.7,124,1.9,37.8,314.6,5.5,398.7,2.5,374.6,398.3,425.4,14.6,26.8,3,0.5,1,0,0,374.62,398.74,425.4,14.64,1,0,0,,,59.437,,,,,,,,,,
405,mnist,24300,409.1,161,2,44.6,344.7,7.5,409.1,2.4,384.9,409,437.6,18.2,31.7,3,0.5,1,0,0,384.91,409.12,437.6,18.17,1,0,0,,,59.396,,,,,,,,,,
415,mnist,24900,418.6,161,1.8,48.5,360.8,21.5,418.6,2.4,386.3,419.1,458,21,34.6,3,0.5,1,0,0,386.34,418.59,458,21,1,0,0,,,59.486,,,,,,,,,,
445,mnist,26700,449,269,1.9,96.9,605.5,63.5,449,2.2,409.6,449,497,32.3,70.5,3,0.5,1,0,0,409.64,449,497.03,32.32,1,0.1,0,,,59.466,,,,,,,,,,
455,mnist,27300,458.6,371,1.9,127.7,712.4,90.5,455.2,2.2,388.5,456.6,504.3,40.6,94.7,3,0.5,1,200,0.007326007,388.46,455.25,504.25,40.64,1,0.1,0,,,59.528,,,,,,,,,,
485,mnist,29100,486.5,559,2,327.1,2055.5,192.5,457,2.2,402.6,452.8,522.8,40.7,245,3,0.5,1,1764,0.060618557,402.65,456.97,522.8,40.71,1,0.3,0,,,59.82,,,,,,,,,,
495,mnist,29700,492.4,781,2,462.9,2316.3,272.5,453.7,2.2,350.5,448.4,558.3,79.5,349.7,3,0.5,1,2333,0.078552189,350.54,453.72,558.25,79.52,1,0.5,0,,,60.318,,,,,,,,,,
5,mnist,300,5.5,2,3,3.8,120.4,3.5,5.5,181.4,3.6,5.4,7.8,1.2,3.5,3,0.5,2,0,0,3.6,5.51,7.8,1.25,1,0,0,,,54.426,,,,,,,,,,
95,mnist,5700,95.7,5,2.6,3.6,10.1,3.5,95.7,10.4,90.2,95.5,103.2,4.9,3.4,3,0.5,2,0,0,90.2,95.73,103.2,4.95,1,0,0,,,59.541,,,,,,,,,,
125,mnist,7500,125.2,6,2.6,3.7,10.9,3.5,125.2,8,117,125.4,141.2,6.5,3.5,3,0.5,2,0,0,117,125.21,141.2,6.51,1,0,0,,,59.9,,,,,,,,,,
135,mnist,8100,135.1,6,2.8,3.8,10.4,3.5,135.1,7.4,129.4,135.2,145.6,4.8,3.5,3,0.5,2,0,0,129.4,135.13,145.6,4.82,1,0,0,,,59.941,,,,,,,,,,
165,mnist,9900,166.5,10,2.8,4,15.6,3.5,166.5,6,158,166,172.8,4.9,3.7,3,0.5,2,0,0,158,166.54,172.8,4.95,1,0,0,,,59.446,,,,,,,,,,
175,mnist,10500,176.4,9,2.9,4,14.2,3.5,176.4,5.7,164.2,176.3,183.8,6,3.7,3,0.5,2,0,0,164.2,176.42,183.8,6,1,0,0,,,59.518,,,,,,,,,,
205,mnist,12300,206.9,10,2.8,4.1,15.6,3.5,206.9,4.8,193,207.5,218,7.3,3.9,3,0.5,2,0,0,193,206.87,218,7.32,1,0,0,,,59.458,,,,,,,,,,
215,mnist,12900,216,11,2.6,4.2,18,3.5,216,4.6,206,217.1,231.6,7.5,3.9,3,0.5,2,0,0,206,216.04,231.6,7.47,1,0,0,,,59.711,,,,,,,,,,
225,mnist,13500,225.6,13,2.6,4.3,19.1,3.5,225.6,4.4,214.8,226.5,244,9.2,4,3,0.5,2,0,0,214.8,225.59,244,9.15,1,0,0,,,59.842,,,,,,,,,,
255,mnist,15300,256.2,24,2.6,5.5,81.1,4.5,256.2,3.9,244.6,255.9,275.4,9.5,4.6,3,0.5,2,0,0,244.6,256.19,275.4,9.55,1,0,0,,,59.721,,,,,,,,,,
265,mnist,15900,266.4,28,2.5,6,71.6,4.5,266.4,3.8,248.6,266.1,283,9.4,4.9,3,0.5,2,0,0,248.6,266.42,283,9.41,1,0,0,,,59.679,,,,,,,,,,
295,mnist,17700,296.6,41,2.3,8.4,101,4.5,296.6,3.4,280.4,297.1,306.9,8.6,6.4,3,0.5,2,0,0,280.4,296.58,306.94,8.61,1,0,0,,,59.679,,,,,,,,,,
305,mnist,18300,307.1,35,2.2,8.9,84.7,4.5,307.1,3.3,292.4,307.2,319.4,8.6,6.7,3,0.5,2,0,0,292.4,307.13,319.4,8.62,1,0,0,,,59.584,,,,,,,,,,
335,mnist,20100,336.6,51,2.2,12.8,126.9,4.5,336.6,3,319.2,337.1,352.2,9.5,9.3,3,0.5,2,0,0,319.2,336.64,352.2,9.46,1,0,0,,,59.708,,,,,,,,,,
345,mnist,20700,346.6,48,2.3,14,122.9,5.5,346.6,2.9,331.4,347.1,365,9.9,10.1,3,0.5,2,0,0,331.4,346.57,365,9.9,1,0,0,,,59.728,,,,,,,,,,
395,mnist,23700,398.5,196,2.2,38.1,410.3,8.5,398.5,2.5,372.4,396.8,418.6,15.2,27.8,3,0.5,2,0,0,372.4,398.45,418.6,15.25,1,0,0,,,59.48,,,,,,,,,,
405,mnist,24300,408.4,149,2.2,42.1,289.8,16.5,408.4,2.4,384.9,406.9,430.6,14,30.5,3,0.5,2,0,0,384.87,408.42,430.6,13.99,1,0,0,,,59.498,,,,,,,,,,
415,mnist,24900,418.6,232,2.2,66.8,1059.1,37.5,418.6,2.4,388.2,415.6,452.8,19.6,49.9,3,0.5,2,0,0,388.23,418.59,452.8,19.62,1,0.1,0,,,59.485,,,,,,,,,,
445,mnist,26700,448.8,283,2.2,107.3,1291.3,83.5,448.8,2.2,408,447.1,501.8,31,81.5,3,0.5,2,0,0,408.05,448.84,501.8,30.95,1,0.1,0,,,59.487,,,,,,,,,,
455,mnist,27300,458.6,331,2.2,132.8,1364.3,108.5,455.3,2.2,405.5,456.5,519.8,42.9,100.6,3,0.5,2,198,0.007252747,405.46,455.28,519.8,42.93,1,0.1,0,,,59.528,,,,,,,,,,
485,mnist,29100,484.4,540,2.2,342.4,2085.5,251.5,455.6,2.2,378.2,456.9,539,49.3,271.3,3,0.5,2,1728,0.059381443,378.2,455.6,539.03,49.34,1,0.3,0,,,60.08,,,,,,,,,,
495,mnist,29700,491.9,960,2.3,633.9,2765.1,435.5,456.2,2.2,342.1,454,606,84.3,508.1,3,0.5,2,2153,0.072491582,342.05,456.23,606,84.25,1,0.6,0,,,60.379,,,,,,,,,,
5,mnist,300,5.5,2,2.8,3.6,135,3.5,5.5,181.4,3.6,5.4,7.8,1.2,3.4,12,0.25,3,0,0,3.6,5.51,7.8,1.25,1,0,0,,,54.426,,,,,,,,,,
95,mnist,5700,95.7,4,2.6,3.1,6.3,3.5,95.7,10.4,90.2,95.5,103.2,4.9,2.9,12,0.25,3,0,0,90.2,95.73,103.2,4.95,1,0,0,,,59.541,,,,,,,,,,
125,mnist,7500,125.2,5,2.7,3.1,6,3.5,125.2,8,117,125.4,141.2,6.5,2.9,12,0.25,3,0,0,117,125.21,141.2,6.52,1,0,0,,,59.9,,,,,,,,,,
135,mnist,8100,135.1,5,2.6,3.1,6.3,3.5,135.1,7.4,129.4,135.2,145.6,4.8,2.9,12,0.25,3,0,0,129.4,135.14,145.6,4.81,1,0,0,,,59.939,,,,,,,,,,
165,mnist,9900,166.5,7,2.6,3.2,6.1,3.5,166.5,6,158,166,173,5,2.9,12,0.25,3,0,0,158,166.54,173,4.96,1,0,0,,,59.446,,,,,,,,,,
175,mnist,10500,176.4,7,2.7,3.2,7.4,3.5,176.4,5.7,164.2,176.3,183.8,6,2.9,12,0.25,3,0,0,164.2,176.42,183.8,6,1,0,0,,,59.518,,,,,,,,,,
205,mnist,12300,206.9,7,2.5,3.2,6.3,3.5,206.9,4.8,193,207.5,218,7.3,3,12,0.25,3,0,0,193,206.87,218,7.33,1,0,0,,,59.458,,,,,,,,,,
215,mnist,12900,216,8,2.7,3.2,6.4,3.5,216,4.6,206,217.1,231.6,7.5,3,12,0.25,3,0,0,206,216.04,231.6,7.47,1,0,0,,,59.71,,,,,,,,,,
225,mnist,13500,225.6,7,2.7,3.3,7.7,3.5,225.6,4.4,214.8,226.5,244,9.2,3,12,0.25,3,0,0,214.8,225.6,244,9.17,1,0,0,,,59.841,,,,,,,,,,
255,mnist,15300,256.2,20,2.6,4.2,42.6,3.5,256.2,3.9,245.2,255.8,275.4,9.5,3.4,12,0.25,3,0,0,245.2,256.19,275.4,9.55,1,0,0,,,59.72,,,,,,,,,,
265,mnist,15900,266.4,19,2.8,4.6,41.1,3.5,266.4,3.8,248.2,266,283,9.5,3.6,12,0.25,3,0,0,248.2,266.43,283,9.47,1,0,0,,,59.679,,,,,,,,,,
295,mnist,17700,296.6,41,2.7,7.2,129.6,3.5,296.6,3.4,279.2,297.1,307,8.8,5.2,12,0.25,3,0,0,279.2,296.59,306.98,8.83,1,0,0,,,59.679,,,,,,,,,,
305,mnist,18300,307.1,44,2.7,7.5,108.2,3.5,307.1,3.3,292.6,307.2,319.4,8.6,5.3,12,0.25,3,0,0,292.6,307.14,319.4,8.63,1,0,0,,,59.583,,,,,,,,,,
335,mnist,20100,336.6,47,2.7,11.3,107.9,3.5,336.6,3,318.4,337.1,351.4,9.3,7.8,12,0.25,3,0,0,318.4,336.64,351.4,9.29,1,0,0,,,59.707,,,,,,,,,,
345,mnist,20700,346.6,54,2.6,12.3,135.9,3.5,346.6,2.9,331.4,347.6,365,10.3,8.4,12,0.25,3,0,0,331.4,346.61,365,10.35,1,0,0,,,59.721,,,,,,,,,,
395,mnist,23700,398.6,163,2.4,30.3,393,4.5,398.6,2.5,369,398.1,414.4,14.6,21.4,12,0.25,3,0,0,368.99,398.58,414.4,14.56,1,0,0,,,59.461,,,,,,,,,,
405,mnist,24300,408.5,178,2.5,41.9,386.3,6.5,408.5,2.4,371.7,407.2,440.4,20.2,29.8,12,0.25,3,0,0,371.68,408.55,440.4,20.16,1,0,0,,,59.479,,,,,,,,,,
415,mnist,24900,418.1,217,2.4,61.3,1056.8,26.5,418.1,2.4,387.1,416.5,451,22.1,43.3,12,0.25,3,0,0,387.09,418.06,451,22.11,1,0.1,0,,,59.561,,,,,,,,,,
445,mnist,26700,441.9,311,2.3,103,1246.6,63.5,441.9,2.3,399.4,442.9,501,34.4,75,12,0.25,3,0,0,399.4,441.91,501,34.35,1,0.1,0,,,60.419,,,,,,,,,,
455,mnist,27300,457.9,321,2.3,108.7,1194.6,64.5,457.9,2.2,412.9,458.4,504,34.2,80,12,0.25,3,0,0,412.95,457.87,504,34.16,1,0.1,0,,,59.624,,,,,,,,,,
485,mnist,29100,484.5,664,2.2,274.9,2099.3,142.5,455.5,2.2,362,452.9,548.5,66.3,204.9,12,0.25,3,1774,0.060962199,362.01,454.98,548.51,66.32,1,0.3,0,,,60.059,,,,,,,,,,
495,mnist,29700,490.5,977,2.2,475.8,2453.8,229.5,453.3,2.2,348.3,457.5,603.8,82.7,351.3,12,0.25,3,2256,0.075959596,348.34,453.25,603.77,82.69,1,0.5,0,,,60.55,,,,,,,,,,
5,mnist,300,5.5,2,2.4,3.1,124.9,2.5,5.5,181.4,3.6,5.4,7.8,1.2,2.9,12,0.25,2,0,0,3.6,5.51,7.8,1.25,1,0,0,,,54.426,,,,,,,,,,
95,mnist,5700,95.7,4,2.4,2.7,6.3,2.5,95.7,10.4,90.2,95.5,103.2,4.9,2.4,12,0.25,2,0,0,90.2,95.73,103.2,4.95,1,0,0,,,59.541,,,,,,,,,,
125,mnist,7500,125.2,5,2.3,2.6,6.6,2.5,125.2,8,117,125.4,141.2,6.5,2.4,12,0.25,2,0,0,117,125.21,141.2,6.52,1,0,0,,,59.9,,,,,,,,,,
135,mnist,8100,135.1,4,2.3,2.6,4.4,2.5,135.1,7.4,129.4,135.2,145.6,4.8,2.4,12,0.25,2,0,0,129.4,135.14,145.6,4.81,1,0,0,,,59.939,,,,,,,,,,
165,mnist,9900,166.5,5,2.2,2.7,5.6,2.5,166.5,6,158,166,173,5,2.4,12,0.25,2,0,0,158,166.54,173,4.96,1,0,0,,,59.446,,,,,,,,,,
175,mnist,10500,176.4,7,2.3,2.7,5.9,2.5,176.4,5.7,164.2,176.3,183.8,6,2.4,12,0.25,2,0,0,164.2,176.42,183.8,6.01,1,0,0,,,59.517,,,,,,,,,,
205,mnist,12300,206.9,7,2.2,2.7,6,2.5,206.9,4.8,193,207.5,218.2,7.3,2.4,12,0.25,2,0,0,193,206.87,218.2,7.3,1,0,0,,,59.457,,,,,,,,,,
215,mnist,12900,216,7,2.1,2.7,8.4,2.5,216,4.6,206.2,217.1,231.6,7.5,2.4,12,0.25,2,0,0,206.2,216.04,231.6,7.48,1,0,0,,,59.71,,,,,,,,,,
225,mnist,13500,225.6,7,2.2,2.7,7.7,2.5,225.6,4.4,214.8,226.5,244,9.2,2.4,12,0.25,2,0,0,214.8,225.6,244,9.16,1,0,0,,,59.841,,,,,,,,,,
255,mnist,15300,256.2,21,2.3,3.7,52.2,2.5,256.2,3.9,244.2,255.8,275.4,9.8,2.9,12,0.25,2,0,0,244.2,256.2,275.4,9.8,1,0,0,,,59.72,,,,,,,,,,
265,mnist,15900,266.4,18,2.4,4.2,47.6,2.5,266.4,3.8,248.2,266.2,283,10.1,3.1,12,0.25,2,0,0,248.2,266.43,283,10.05,1,0,0,,,59.678,,,,,,,,,,
295,mnist,17700,296.6,44,2.3,6.3,113.2,2.5,296.6,3.4,279.2,297.1,307,8.9,4.3,12,0.25,2,0,0,279.2,296.59,306.96,8.87,1,0,0,,,59.679,,,,,,,,,,
305,mnist,18300,307.1,91,2.3,7.7,252.8,2.5,307.1,3.3,292,307.2,319.4,9.3,5.3,12,0.25,2,0,0,292,307.14,319.4,9.32,1,0,0,,,59.582,,,,,,,,,,
335,mnist,20100,336.6,112,2.3,12,362.5,2.5,336.6,3,319.8,337,351.6,10,7.9,12,0.25,2,0,0,319.8,336.65,351.6,9.95,1,0,0,,,59.707,,,,,,,,,,
345,mnist,20700,346.6,52,2.3,13.3,149.1,2.5,346.6,2.9,331.8,346.8,359.8,9.4,8.8,12,0.25,2,0,0,331.8,346.63,359.8,9.39,1,0,0,,,59.719,,,,,,,,,,
395,mnist,23700,398.8,171,2.1,36.3,273.2,3.5,398.8,2.5,376.6,397.7,423,14.2,25.2,12,0.25,2,0,0,376.6,398.77,423,14.21,1,0,0,,,59.432,,,,,,,,,,
405,mnist,24300,409.1,131,2.1,38.7,328.4,3.5,409.1,2.4,383.8,406.4,431.8,14.3,27.1,12,0.25,2,0,0,383.84,409.1,431.8,14.32,1,0,0,,,59.399,,,,,,,,,,
415,mnist,24900,418.6,216,2,52.2,1018,13.5,418.6,2.4,382.9,416.5,458,21.6,36.5,12,0.25,2,0,0,382.91,418.59,458,21.57,1,0.1,0,,,59.486,,,,,,,,,,
445,mnist,26700,449,279,1.9,93.8,1203.6,46.5,449,2.2,404,449,498.6,31.1,67.9,12,0.25,2,0,0,403.98,449,498.6,31.09,1,0.1,0,,,59.465,,,,,,,,,,
455,mnist,27300,453.5,366,2,125.6,1380.8,69.5,450.2,2.2,392.6,456.8,533.3,43,88.8,12,0.25,2,195,0.007142857,392.56,450.23,533.31,43.01,1,0.1,0,,,60.202,,,,,,,,,,
485,mnist,29100,485.9,547,1.9,241.8,2041.1,113.5,461.5,2.2,361.8,457.3,540.9,65.9,176.2,12,0.25,2,1464,0.050309278,361.81,461.44,540.88,65.86,1,0.2,0,,,59.891,,,,,,,,,,
495,mnist,29700,495,786,1.9,418.4,2271,184.5,455.8,2.2,352.2,454.5,544.6,59.2,295.8,12,0.25,2,2353,0.079225589,352.2,455.82,544.6,59.22,1,0.4,0,,,59.995,,,,,,,,,,
5,mnist,300,5.5,2,2.9,3.6,135.9,3.5,5.5,181.4,3.6,5.4,7.8,1.2,3.4,12,0.5,3,0,0,3.6,5.51,7.8,1.25,1,0,0,,,54.426,,,,,,,,,,
95,mnist,5700,95.7,4,2.7,3.1,7.6,3.5,95.7,10.4,90.2,95.5,103.2,4.9,2.9,12,0.5,3,0,0,90.2,95.73,103.2,4.95,1,0,0,,,59.541,,,,,,,,,,
125,mnist,7500,125.2,5,2.7,3.2,6.9,3.5,125.2,8,117,125.4,141.2,6.5,2.9,12,0.5,3,0,0,117,125.21,141.2,6.52,1,0,0,,,59.9,,,,,,,,,,
135,mnist,8100,135.1,5,2.8,3.2,6.1,3.5,135.1,7.4,129.4,135.2,145.6,4.8,2.9,12,0.5,3,0,0,129.4,135.14,145.6,4.81,1,0,0,,,59.939,,,,,,,,,,
165,mnist,9900,166.5,7,2.7,3.2,7,3.5,166.5,6,158,166,173,5,2.9,12,0.5,3,0,0,158,166.54,173,4.96,1,0,0,,,59.446,,,,,,,,,,
175,mnist,10500,176.4,7,2.8,3.2,6.6,3.5,176.4,5.7,164.2,176.3,183.8,6,2.9,12,0.5,3,0,0,164.2,176.42,183.8,6,1,0,0,,,59.518,,,,,,,,,,
205,mnist,12300,206.9,7,2.8,3.2,6.3,3.5,206.9,4.8,193,207.5,218,7.3,2.9,12,0.5,3,0,0,193,206.87,218,7.32,1,0,0,,,59.458,,,,,,,,,,
215,mnist,12900,216,8,2.7,3.2,6.4,3.5,216,4.6,206.2,217.1,231.6,7.5,3,12,0.5,3,0,0,206.2,216.04,231.6,7.49,1,0,0,,,59.71,,,,,,,,,,
225,mnist,13500,225.6,8,2.7,3.2,6.3,3.5,225.6,4.4,214.8,226.5,244,9.2,3,12,0.5,3,0,0,214.8,225.6,244,9.17,1,0,0,,,59.842,,,,,,,,,,
255,mnist,15300,256.2,20,2.6,4.3,48.4,3.5,256.2,3.9,244.8,255.8,275.4,9.5,3.5,12,0.5,3,0,0,244.8,256.19,275.4,9.52,1,0,0,,,59.721,,,,,,,,,,
265,mnist,15900,266.4,27,2.6,4.8,66.8,3.5,266.4,3.8,248.2,266.1,283,9.5,3.8,12,0.5,3,0,0,248.2,266.43,283,9.52,1,0,0,,,59.679,,,,,,,,,,
295,mnist,17700,296.6,38,2.6,7.1,101.1,3.5,296.6,3.4,279.2,297.1,306.9,8.9,5.1,12,0.5,3,0,0,279.2,296.59,306.94,8.87,1,0,0,,,59.679,,,,,,,,,,
305,mnist,18300,307.1,31,2.6,7.6,79.5,3.5,307.1,3.3,292.4,307.2,318.8,8.7,5.4,12,0.5,3,0,0,292.4,307.13,318.77,8.69,1,0,0,,,59.583,,,,,,,,,,
335,mnist,20100,336.6,55,2.7,12.7,145.3,3.5,336.6,3,320.4,337.1,351.8,9.6,8.7,12,0.5,3,0,0,320.4,336.64,351.8,9.61,1,0,0,,,59.707,,,,,,,,,,
345,mnist,20700,346.6,47,2.6,12.8,133.1,3.5,346.6,2.9,331.4,346.8,365,10.1,8.8,12,0.5,3,0,0,331.4,346.61,365,10.12,1,0,0,,,59.721,,,,,,,,,,
395,mnist,23700,398.5,170,2.5,33.5,353.3,4.5,398.5,2.5,378.1,397.4,421.4,14.1,23.6,12,0.5,3,0,0,378.05,398.53,421.4,14.15,1,0,0,,,59.468,,,,,,,,,,
405,mnist,24300,408.4,145,2.5,41.1,321.2,5.5,408.4,2.4,383.9,407.5,431,14.9,29.1,12,0.5,3,0,0,383.86,408.37,431,14.88,1,0,0,,,59.504,,,,,,,,,,
415,mnist,24900,418.6,281,2.4,58.3,1045.5,20.5,418.6,2.4,391.8,416.5,450.4,17.6,42,12,0.5,3,0,0,391.84,418.58,450.4,17.58,1,0.1,0,,,59.486,,,,,,,,,,
445,mnist,26700,449,261,2.3,95,1259.7,58.5,449,2.2,396.5,449,515.4,36.7,68.9,12,0.5,3,0,0,396.54,449,515.4,36.65,1,0.1,0,,,59.466,,,,,,,,,,
455,mnist,27300,453.4,363,2.2,116.6,1192,73.5,450.2,2.2,404.3,456.8,519.2,43.6,86.4,12,0.5,3,195,0.007142857,404.33,450.2,519.2,43.64,1,0.1,0,,,60.206,,,,,,,,,,
485,mnist,29100,485.6,594,2.3,272.8,2052.5,144.5,461.6,2.2,378.6,457.8,553.7,64.9,198.3,12,0.5,3,1437,0.049381443,378.59,461.59,553.69,64.9,1,0.3,0,,,59.93,,,,,,,,,,
495,mnist,29700,494.9,847,2.2,440.4,2451.2,228.5,456.6,2.2,367.9,456.2,530.1,59.6,326.9,12,0.5,3,2303,0.077542088,367.92,456.55,530.08,59.6,1,0.4,0,,,60.009,,,,,,,,,,
5,mnist,300,5.5,2,2.4,2.7,6.5,2.5,5.5,181.4,3.6,5.4,7.8,1.2,2.4,12,0.5,2,0,0,3.6,5.51,7.8,1.25,1,0,0,,,54.426,,,,,,,,,,
95,mnist,5700,95.7,4,2.3,2.6,6,2.5,95.7,10.4,90.2,95.5,103.2,4.9,2.4,12,0.5,2,0,0,90.2,95.73,103.2,4.95,1,0,0,,,59.54,,,,,,,,,,
125,mnist,7500,125.2,4,2.3,2.6,5.1,2.5,125.2,8,116.8,125.5,141.4,6.6,2.3,12,0.5,2,0,0,116.8,125.21,141.4,6.59,1,0,0,,,59.899,,,,,,,,,,
135,mnist,8100,135.1,5,2.2,2.6,4.8,2.5,135.1,7.4,129.4,135.2,145.6,4.8,2.4,12,0.5,2,0,0,129.4,135.14,145.6,4.81,1,0,0,,,59.939,,,,,,,,,,
165,mnist,9900,166.5,6,2.2,2.6,5.9,2.5,166.5,6,158,166,173,5,2.4,12,0.5,2,0,0,158,166.54,173,4.96,1,0,0,,,59.445,,,,,,,,,,
175,mnist,10500,176.4,7,2.1,2.7,5.5,2.5,176.4,5.7,164.2,176.3,183.8,6,2.4,12,0.5,2,0,0,164.2,176.42,183.8,6.01,1,0,0,,,59.518,,,,,,,,,,
205,mnist,12300,206.9,7,2.4,2.7,7.1,2.5,206.9,4.8,193,207.5,218.2,7.3,2.4,12,0.5,2,0,0,193,206.87,218.2,7.31,1,0,0,,,59.457,,,,,,,,,,
215,mnist,12900,216,7,2.3,2.7,4.6,2.5,216,4.6,206.2,217.1,231.6,7.5,2.4,12,0.5,2,0,0,206.2,216.04,231.6,7.48,1,0,0,,,59.71,,,,,,,,,,
225,mnist,13500,225.6,7,2.3,2.7,5.2,2.5,225.6,4.4,214.8,226.5,244,9.2,2.4,12,0.5,2,0,0,214.8,225.6,244,9.16,1,0,0,,,59.841,,,,,,,,,,
255,mnist,15300,256.2,20,2.3,4,68.4,2.5,256.2,3.9,244.6,255.9,275.4,9.6,3,12,0.5,2,0,0,244.6,256.2,275.4,9.61,1,0,0,,,59.719,,,,,,,,,,
265,mnist,15900,266.4,23,2.3,4.3,61.6,2.5,266.4,3.8,248.8,266.1,283,9.4,3.2,12,0.5,2,0,0,248.8,266.43,283,9.39,1,0,0,,,59.678,,,,,,,,,,
295,mnist,17700,296.6,41,2.3,6.2,102.6,2.5,296.6,3.4,277.6,297.1,309.8,9.5,4.3,12,0.5,2,0,0,277.6,296.59,309.8,9.53,1,0,0,,,59.679,,,,,,,,,,
305,mnist,18300,307.1,46,2.3,7.5,116.3,2.5,307.1,3.3,293,307.3,319.4,8.4,5.1,12,0.5,2,0,0,293,307.14,319.4,8.4,1,0,0,,,59.582,,,,,,,,,,
335,mnist,20100,336.7,62,2.2,11.2,142.3,2.5,336.7,3,314.8,337.1,348,9.7,7.5,12,0.5,2,0,0,314.8,336.68,348,9.68,1,0,0,,,59.7,,,,,,,,,,
345,mnist,20700,346.7,64,2.2,13.8,163.7,2.5,346.7,2.9,331.2,347.6,365.8,10.2,9.2,12,0.5,2,0,0,331.2,346.72,365.8,10.17,1,0,0,,,59.703,,,,,,,,,,
