rate,ml_model,sessions,connection rate,concurrency,connection time (min),connection time (avg),connection time (max),connection time (stdev),request rate,ms per request,reply rate (min),reply rate (avg),reply rate (max),reply rate (stdev),response_time,cores,memory,payload_instance,errors,error_percentage,session rate (min),session rate (avg),session rate (max),session rate (stdev),sessions connections/session,session lifetime,session failtime,session length histogram part 1,session length histogram part 2,test duration,,,,,,,,,,
70,dbert,4200,24,3035,399.7,65241.5,128845.7,67564.5,22.8,43.8,0,22.7,70.4,17.9,50343.2,12,0.25,3,209,0.049761905,0,22.77,70.4,17.89,1,65.2,129.9,,,175.272,,,,,,,,,,
80,dbert,4800,24.8,3808,429.1,75167.7,152508.5,78262.5,20,49.9,0,19.8,65,19.3,59733.2,12,0.25,3,934,0.194583333,0,20,65,19.26,1,75.2,129.8,,,193.305,,,,,,,,,,
90,dbert,5400,28.7,4350,474.2,75568.3,165417.5,73746.5,22.4,44.6,0,21.6,69.6,20.4,57844.3,12,0.25,3,1313,0.243148148,0,21.69,69.6,20.37,1,75.6,124,,,188.46,,,,,,,,,,
100,dbert,6000,31.7,4972,476.4,74229.1,161273,73232.5,21.3,47,0,21,52.8,17.8,56853.2,12,0.25,3,2004,0.334,0,21.09,52.8,17.75,1,74.2,129.6,,,189.491,,,,,,,,,,
1,dbert,60,1.2,2,98.3,113.7,208,108.5,1.2,825.2,0.4,1.2,2,0.6,113.4,12,0.25,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.511,,,,,,,,,,
10,dbert,600,10.4,10,94.1,184.1,434.9,171.5,10.4,96,9.2,10.5,12.4,1,183.6,12,0.25,2,0,0,9.2,10.42,12.4,1.03,1,0.2,0,,,57.608,,,,,,,,,,
20,dbert,1200,21.1,59,99.5,985.4,3046.9,671.5,21.1,47.3,18.6,20.7,23.4,1.6,984.7,12,0.25,2,0,0,18.6,21.12,23.4,1.62,1,1,0,,,56.82,,,,,,,,,,
30,dbert,1800,23.2,499,133.2,11611.1,21361.4,11203.5,23.2,43,17.4,22.9,25.2,1.7,11610.3,12,0.25,2,0,0,17.4,23.23,25.2,1.66,1,11.6,0,,,77.473,,,,,,,,,,
40,dbert,2400,23.6,1067,270.1,23312.8,44622.9,24222.5,23.6,42.3,20.6,23.3,25.2,1.4,23312.1,12,0.25,2,0,0,20.6,23.63,25.2,1.44,1,23.3,0,,,101.573,,,,,,,,,,
50,dbert,3000,23.6,1873,334.5,37855.7,79311.5,43110.5,23.6,42.3,0,23.5,62.4,10.4,34972.3,12,0.25,2,0,0,0,23.64,62.4,10.36,1,37.9,0,,,126.877,,,,,,,,,,
60,dbert,3600,22.6,2504,335.4,54679,113977.8,56634.5,22.6,44.2,0,22.5,51,11,42808.7,12,0.25,2,0,0,0,22.61,51,11.04,1,54.7,0,,,159.243,,,,,,,,,,
70,dbert,4200,23.2,3123,396.7,66081.6,133778.1,68584.5,22.3,44.9,0,22.3,88.2,20.9,51751.4,12,0.25,2,186,0.044285714,0,22.19,88.2,20.88,1,66.1,122,,,180.932,,,,,,,,,,
80,dbert,4800,26.1,3624,462.1,70780,141457.9,70519.5,22.9,43.7,0,22.8,76,20.1,53076.4,12,0.25,2,592,0.123333333,0,22.87,76,20.14,1,70.8,130.3,,,184.027,,,,,,,,,,
90,dbert,5400,28.5,4444,429.9,74774.3,164483.7,73272.5,23.1,43.2,0,22.4,99,22.2,55568.4,12,0.25,2,1133,0.209814815,0,22.55,99,22.24,1,74.8,123.8,,,189.255,,,,,,,,,,
100,dbert,6000,31.4,4942,493,75935.1,158599.6,74922.5,21.2,47.2,0,20.9,51.4,12.2,55446,12,0.25,2,1989,0.3315,0,21,51.4,12.2,1,75.9,129.6,,,190.975,,,,,,,,,,
1,dbert,60,1.2,2,92.4,128.7,1437.4,98.5,1.2,824.6,0.4,1.2,2,0.6,128.4,12,0.5,3,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.477,,,,,,,,,,
10,dbert,600,10.4,8,85.2,144.5,328.4,133.5,10.4,96,9,10.5,12.4,1,144.1,12,0.5,3,0,0,9,10.42,12.4,1,1,0.1,0,,,57.608,,,,,,,,,,
20,dbert,1200,21.2,57,88.8,829.4,3060.8,578.5,21.2,47.2,17.6,20.7,23,1.6,828.8,12,0.5,3,0,0,17.6,21.18,23,1.57,1,0.8,0,,,56.65,,,,,,,,,,
30,dbert,1800,22,576,124,13824.9,25934.8,13268.5,22,45.5,15.6,21.7,24.8,2.4,13824.1,12,0.5,3,0,0,15.6,21.97,24.8,2.38,1,13.8,0,,,81.935,,,,,,,,,,
40,dbert,2400,22.8,1160,293.3,25468,48966.1,26164.5,22.8,43.9,9,22.5,35.6,4.4,25467.3,12,0.5,3,0,0,9,22.79,35.6,4.43,1,25.5,0,,,105.307,,,,,,,,,,
50,dbert,3000,22.4,1897,328.3,41607.2,85335.7,44710.5,22.4,44.6,0,22.2,53.4,10.8,38178.4,12,0.5,3,0,0,0,22.44,53.4,10.82,1,41.6,0,,,133.702,,,,,,,,,,
60,dbert,3600,22.7,2396,361.8,54637.9,113902.1,56090.5,22.7,44.1,0,22.6,59,12.5,42555,12,0.5,3,0,0,0,22.68,59,12.48,1,54.6,0,,,158.696,,,,,,,,,,
70,dbert,4200,23.4,3112,434.2,67648.9,144217.8,69644.5,21.9,45.7,0,22,62.6,17.8,52309.4,12,0.5,3,273,0.065,0,21.85,62.6,17.81,1,67.6,129.5,,,179.726,,,,,,,,,,
80,dbert,4800,25,3716,442.3,72773.4,151711.7,71991.5,22.3,44.8,0,21.7,56.6,17.3,54120.2,12,0.5,3,621,0.129375,0,21.78,56.6,17.25,1,72.8,119.9,,,191.902,,,,,,,,,,
90,dbert,5400,28.2,4509,544.5,77390.4,165646.4,76437.5,21.6,46.4,0,21,89,22.8,58988.3,12,0.5,3,1361,0.252037037,0,21.12,89,22.84,1,77.4,126.1,,,191.215,,,,,,,,,,
100,dbert,6000,30.3,4948,428.4,78881.6,179289.7,75900.5,22.5,44.5,0,21.4,72.8,20.3,58298,12,0.5,3,1752,0.292,0,21.43,72.8,20.34,1,78.9,124.3,,,198.205,,,,,,,,,,
1,dbert,60,1.2,2,95.2,109.9,165.6,106.5,1.2,824.8,0.4,1.2,2,0.6,109.5,12,0.5,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.488,,,,,,,,,,
10,dbert,600,10.4,8,90.4,156.8,353.8,146.5,10.4,96,9,10.5,12.6,1.1,156.3,12,0.5,2,0,0,9,10.42,12.6,1.05,1,0.2,0,,,57.606,,,,,,,,,,
20,dbert,1200,21.1,66,90.2,794.3,3577.9,538.5,21.1,47.5,18.2,20.7,23.4,1.5,793.6,12,0.5,2,0,0,18.2,21.06,23.4,1.54,1,0.8,0,,,56.99,,,,,,,,,,
30,dbert,1800,23.5,491,139.7,11351.2,20262.9,11005.5,23.5,42.5,17.8,23.2,25,1.8,11350.4,12,0.5,2,0,0,17.8,23.54,25,1.8,1,11.4,0,,,76.477,,,,,,,,,,
40,dbert,2400,24.2,1029,230.7,21924.5,42673,22739.5,24.2,41.4,20.8,23.9,25.8,1.5,21923.9,12,0.5,2,0,0,20.8,24.15,25.8,1.5,1,21.9,0,,,99.377,,,,,,,,,,
50,dbert,3000,22.3,1955,290.3,42532.5,94522,49816.5,22.3,44.9,0,22.2,91,17.6,40456.9,12,0.5,2,0,0,0,22.27,91,17.63,1,42.5,0,,,134.731,,,,,,,,,,
60,dbert,3600,21.3,2450,404.3,58260.3,125932.5,60084.5,21.3,47,0,21.2,48.6,9.9,45308.2,12,0.5,2,0,0,0,21.29,48.6,9.9,1,58.3,0,,,169.068,,,,,,,,,,
70,dbert,4200,23.2,3382,549.4,73312.9,138360.9,77231.5,20.5,48.8,0,20.3,58.2,19,58213.5,12,0.5,2,498,0.118571429,0,20.41,58.2,19,1,73.3,127.8,,,181.376,,,,,,,,,,
80,dbert,4800,26.1,3876,436.5,71173,161858.9,73223.5,22,45.4,0,21.9,61.6,20.2,55129.5,12,0.5,2,779,0.162291667,0,21.83,61.6,20.17,1,71.2,127.3,,,184.227,,,,,,,,,,
90,dbert,5400,28.7,4322,427.1,73853.7,164115.2,74737.5,21.4,46.7,0,21.3,64.4,19.2,56972.9,12,0.5,2,1404,0.26,0,21.21,64.4,19.19,1,73.9,127.6,,,188.412,,,,,,,,,,
100,dbert,6000,31.5,4874,506.5,72187.5,152887.4,66278.5,22.2,45,0,21.7,55,13.4,51875.9,12,0.5,2,1886,0.314333333,0,21.6,55,13.39,1,72.2,125.9,,,190.457,,,,,,,,,,
1,bert,60,1.2,16,102.4,1346.3,7655.3,117.5,1.2,824.8,0.2,1.2,3.6,1,1346,6,0.25,3,0,0,0.2,1.21,3.6,1.02,1,1.3,0,,,49.489,,,,,,,,,,
10,bert,600,10.4,8,96.8,182,363.7,175.5,10.4,96,9,10.5,12.4,1,181.6,6,0.25,3,0,0,9,10.41,12.4,1.05,1,0.2,0,,,57.617,,,,,,,,,,
20,bert,1200,21.5,29,100.4,433.6,1188.5,330.5,21.5,46.5,18.8,21.3,25.4,2,433.2,6,0.25,3,0,0,18.8,21.51,25.4,1.98,1,0.4,0,,,55.785,,,,,,,,,,
30,bert,1800,28.1,217,163.1,4375.2,7825.3,3945.5,28.1,35.6,24.8,28,29.2,1.3,4374.8,6,0.25,3,0,0,24.8,28.1,29.2,1.26,1,4.4,0,,,64.047,,,,,,,,,,
40,bert,2400,26.7,813,211.1,15630.5,33118.9,15690.5,26.7,37.5,24.6,26.8,30.2,1.5,15630.1,6,0.25,3,0,0,24.6,26.67,30.2,1.5,1,15.6,0,,,89.978,,,,,,,,,,
50,bert,3000,27.4,1725,238.2,30231.6,60608.6,37397.5,27.4,36.5,9.2,27.2,63.8,10.2,29153,6,0.25,3,0,0,9.2,27.39,63.8,10.2,1,30.2,0,,,109.531,,,,,,,,,,
60,bert,3600,29,2185,249.4,37355.6,85520.4,41404.5,29,34.5,0,28.9,69,14.2,31732,6,0.25,3,0,0,0,28.99,69,14.15,1,37.4,0,,,124.194,,,,,,,,,,
70,bert,4200,27.7,2810,239.7,52434.6,112037.9,52843.5,27.7,36.1,0,27.6,74.4,17,39783.3,6,0.25,3,0,0,0,27.67,74.4,16.98,1,52.4,0,,,151.815,,,,,,,,,,
80,bert,4800,27.7,3372,261.2,56940.1,112364,55116.5,26.8,37.3,0,27.3,79.8,19.6,40238.5,6,0.25,3,162,0.03375,0,26.8,79.8,19.56,1,56.9,130.1,,,173.088,,,,,,,,,,
90,bert,5400,31.4,4022,285.9,63631.2,127103.5,59668.5,28.7,34.9,0,28.2,78.8,22.5,44675.4,6,0.25,3,581,0.107592593,0,28.01,78.8,22.54,1,63.6,111.3,,,172.027,,,,,,,,,,
100,bert,6000,31.8,4611,304.6,62706,132838.8,56426.5,27.5,36.3,0,27,88.6,22.5,43328.4,6,0.25,3,1003,0.167166667,0,26.52,88.6,22.5,1,62.7,115.6,,,188.41,,,,,,,,,,
1,bert,60,1.2,2,54,61.6,256.3,57.5,1.2,824,0.4,1.2,2,0.6,61.3,6,0.25,1,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.438,,,,,,,,,,
10,bert,600,10.4,7,49.3,72.5,162.8,67.5,10.4,95.9,9,10.5,12.2,1,72.2,6,0.25,1,0,0,9,10.42,12.2,0.96,1,0.1,0,,,57.566,,,,,,,,,,
20,bert,1200,21.6,12,49.2,109.2,329.1,103.5,21.6,46.2,19.2,21.5,27,2.3,108.8,6,0.25,1,0,0,19.2,21.65,27,2.35,1,0.1,0,,,55.427,,,,,,,,,,
30,bert,1800,31.5,20,49.7,172.1,489.7,163.5,31.5,31.7,25.6,31.3,38.6,4.1,171.8,6,0.25,1,0,0,25.6,31.51,38.6,4.11,1,0.2,0,,,57.118,,,,,,,,,,
40,bert,2400,41.5,33,49.7,262.1,746.5,211.5,41.5,24.1,36.2,41.5,50.6,4.3,261.7,6,0.25,1,0,0,36.2,41.5,50.6,4.33,1,0.3,0,,,57.825,,,,,,,,,,
50,bert,3000,51,63,77.5,432.7,1268.3,420.5,51,19.6,47,51.2,58.4,3.4,432.3,6,0.25,1,0,0,47,50.99,58.4,3.42,1,0.4,0,,,58.836,,,,,,,,,,
60,bert,3600,55.9,349,96.3,3440.8,6196.9,3249.5,55.9,17.9,50.2,55.7,60,3.2,3440.5,6,0.25,1,0,0,50.2,55.88,60,3.22,1,3.4,0,,,64.422,,,,,,,,,,
70,bert,4200,57.6,785,106.8,7465.7,13998.4,7652.5,57.6,17.4,53.4,57.5,60.4,2.1,7465.3,6,0.25,1,0,0,53.4,57.56,60.4,2.07,1,7.5,0,,,72.966,,,,,,,,,,
80,bert,4800,57.1,1618,119.7,13547,27981.5,12958.5,57.1,17.5,36.4,57,84,12.2,13344.2,6,0.25,1,0,0,36.4,57.06,84,12.19,1,13.5,0,,,84.116,,,,,,,,,,
90,bert,5400,54.3,2280,148.5,20674.7,64055.8,22687.5,54.3,18.4,25.6,56.1,88.8,15,17634.7,6,0.25,1,0,0,25.6,54.33,88.8,14.98,1,20.7,0,,,99.386,,,,,,,,,,
100,bert,6000,57.3,2909,130.4,25697,76711.1,24625.5,57.3,17.5,20.2,57.2,104.2,19.3,18635.3,6,0.25,1,0,0,20.2,57.26,104.2,19.25,1,25.7,0,,,104.778,,,,,,,,,,
1,bert,60,1.2,2,66.8,76.8,227.7,71.5,1.2,824.3,0.4,1.2,2,0.6,76.5,6,0.25,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.455,,,,,,,,,,
10,bert,600,10.4,7,60.4,91.9,190.6,85.5,10.4,96,9,10.5,12.2,1,91.5,6,0.25,2,0,0,9,10.42,12.2,0.96,1,0.1,0,,,57.58,,,,,,,,,,
20,bert,1200,21.6,14,59.6,159.5,539.9,141.5,21.6,46.2,19.6,21.4,26.2,2.1,159.1,6,0.25,2,0,0,19.6,21.63,26.2,2.08,1,0.2,0,,,55.486,,,,,,,,,,
30,bert,1800,31.4,34,61.2,339.7,1023.4,234.5,31.4,31.8,26.2,31.3,39,3.7,339.3,6,0.25,2,0,0,26.2,31.42,39,3.72,1,0.3,0,,,57.294,,,,,,,,,,
40,bert,2400,37.8,257,86,3996.1,6682,5058.5,37.8,26.5,33.4,37.5,41,2.2,3995.7,6,0.25,2,0,0,33.4,37.77,41,2.19,1,4,0,,,63.543,,,,,,,,,,
50,bert,3000,38.1,807,105.6,11334,20609.3,11783.5,38.1,26.3,35.2,37.9,41.2,1.5,11333.6,6,0.25,2,0,0,35.2,38.08,41.2,1.51,1,11.3,0,,,78.792,,,,,,,,,,
60,bert,3600,39.4,1493,127.5,17847.8,35191,17352.5,39.4,25.4,19.8,39.4,90.4,14.2,17746.7,6,0.25,2,0,0,19.8,39.44,90.4,14.15,1,17.8,0,,,91.28,,,,,,,,,,
70,bert,4200,40.3,2068,149.9,25746.8,61767,28824.5,40.3,24.8,13.4,40.3,63,11.6,22692.1,6,0.25,2,0,0,13.4,40.32,63,11.62,1,25.7,0,,,104.175,,,,,,,,,,
80,bert,4800,39.1,2959,178.1,36753.4,88596.8,37388.5,39.1,25.6,0,38.9,91,16.5,27337.6,6,0.25,2,0,0,0,39.06,91,16.48,1,36.8,0,,,122.89,,,,,,,,,,
90,bert,5400,34,3272,146.7,41551.3,97681.5,38400.5,33.9,29.5,0,34.8,77,21.1,28758.5,6,0.25,2,10,0.001851852,0,33.94,77,21.11,1,41.6,130.1,,,158.818,,,,,,,,,,
100,bert,6000,36.2,3898,178.1,46564.4,100046.8,39879.5,35.3,28.3,0,35.5,107.6,23.9,30451,6,0.25,2,143,0.023833333,0,35.31,107.6,23.9,1,46.6,130.6,,,165.883,,,,,,,,,,
1,bert,60,1.2,16,102.9,1330.8,7600.4,128.5,1.2,824.7,0.2,1.2,3.6,1,1330.5,6,0.5,3,0,0,0.2,1.21,3.6,1.02,1,1.3,0,,,49.485,,,,,,,,,,
10,bert,600,10.4,9,97.1,176.6,375.7,171.5,10.4,96,9,10.5,12.4,1,176.2,6,0.5,3,0,0,9,10.41,12.4,1.05,1,0.2,0,,,57.611,,,,,,,,,,
20,bert,1200,21.5,34,100.8,425.5,1467.6,321.5,21.5,46.5,19,21.3,25.4,1.9,425,6,0.5,3,0,0,19,21.51,25.4,1.86,1,0.4,0,,,55.777,,,,,,,,,,
30,bert,1800,28.6,192,164.2,3862.3,7576.6,3304.5,28.6,35,24.6,28.3,30.4,1.8,3861.9,6,0.5,3,0,0,24.6,28.56,30.4,1.75,1,3.9,0,,,63.026,,,,,,,,,,
40,bert,2400,29.3,750,207.1,13497.3,24692.3,14832.5,29.3,34.1,23.8,29.2,32.4,1.9,13496.9,6,0.5,3,0,0,23.8,29.28,32.4,1.91,1,13.5,0,,,81.957,,,,,,,,,,
50,bert,3000,28.5,1575,228.8,26288.2,53527.4,32138.5,28.5,35.1,17.2,28.4,75,11.3,25916.2,6,0.5,3,0,0,17.2,28.46,75,11.29,1,26.3,0,,,105.414,,,,,,,,,,
60,bert,3600,28.9,2283,242.8,39503.3,89518.3,43392.5,28.9,34.6,0,28.8,89.2,18.1,33911.6,6,0.5,3,0,0,0,28.91,89.2,18.15,1,39.5,0,,,124.512,,,,,,,,,,
70,bert,4200,28.8,2947,274.9,51527.4,106748.1,53677.5,28.8,34.8,0,28.7,78.2,21.7,38911.1,6,0.5,3,0,0,0,28.77,78.2,21.73,1,51.5,0,,,145.982,,,,,,,,,,
80,bert,4800,29.3,3481,259.4,56182.9,113951.6,54030.5,28.6,35,0,29.2,56.4,19.3,40339.4,6,0.5,3,125,0.026041667,0,28.57,56.4,19.29,1,56.2,130.6,,,163.642,,,,,,,,,,
90,bert,5400,29,4175,288.1,62686.8,128666,58340.5,26.1,38.2,0,25.9,61.4,21.5,43836.4,6,0.5,3,603,0.111666667,0,25.74,61.4,21.53,1,62.7,117.7,,,186.363,,,,,,,,,,
100,bert,6000,32.9,4594,289.4,62004.9,137239.4,55807.5,29,34.5,0,27.8,89.2,21,42349.2,6,0.5,3,990,0.165,0,27.49,89.2,21.01,1,62,109.4,,,182.267,,,,,,,,,,
1,bert,60,1.2,2,66.6,74.3,140.5,70.5,1.2,824.2,0.4,1.2,2,0.6,74,6,0.5,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.451,,,,,,,,,,
10,bert,600,10.4,7,58.9,91.8,186.7,85.5,10.4,96,9,10.5,12.2,1,91.4,6,0.5,2,0,0,9,10.42,12.2,0.96,1,0.1,0,,,57.578,,,,,,,,,,
20,bert,1200,21.6,14,58.9,157.6,558.3,144.5,21.6,46.2,19.4,21.4,26.4,2.2,157.2,6,0.5,2,0,0,19.4,21.63,26.4,2.17,1,0.2,0,,,55.485,,,,,,,,,,
30,bert,1800,31.4,36,60,335.2,1148.5,231.5,31.4,31.8,25.4,31.2,36.8,3.4,334.9,6,0.5,2,0,0,25.4,31.44,36.8,3.36,1,0.3,0,,,57.253,,,,,,,,,,
40,bert,2400,39.9,142,89.5,1981.3,3677.8,2049.5,39.9,25.1,35.2,39.7,41.8,1.7,1980.9,6,0.5,2,0,0,35.2,39.86,41.8,1.72,1,2,0,,,60.204,,,,,,,,,,
50,bert,3000,40.1,641,105.9,8690.6,16586.8,8916.5,40.1,24.9,35.8,40.1,42,1.6,8690.2,6,0.5,2,0,0,35.8,40.12,42,1.57,1,8.7,0,,,74.78,,,,,,,,,,
60,bert,3600,40.7,1424,132.7,16334.2,30314.1,15647.5,40.7,24.6,25.2,40.5,72.4,9.3,16324.3,6,0.5,2,0,0,25.2,40.66,72.4,9.33,1,16.3,0,,,88.53,,,,,,,,,,
70,bert,4200,39.7,2092,163.3,26843.7,67919.1,29632.5,39.7,25.2,20.2,39.6,88.2,15.2,23279.7,6,0.5,2,0,0,20.2,39.67,88.2,15.21,1,26.8,0,,,105.87,,,,,,,,,,
80,bert,4800,40.4,2758,153,33532.5,84360.7,34277.5,40.4,24.7,0,40.3,77.6,15.2,25540.5,6,0.5,2,0,0,0,40.42,77.6,15.21,1,33.5,0,,,118.766,,,,,,,,,,
90,bert,5400,34.8,3356,159.3,40167.6,95091.5,39107.5,34.4,29,0,34.5,96,22.9,28171.6,6,0.5,2,57,0.010555556,0,34.45,96,22.95,1,40.2,129.8,,,155.109,,,,,,,,,,
100,bert,6000,35.3,3965,175.9,47191.4,100405.4,41775.5,34.3,29.1,0,35.3,108.8,28,30417.3,6,0.5,2,168,0.028,0,34.31,108.8,27.98,1,47.2,130.1,,,169.978,,,,,,,,,,
1,bert,60,1.2,10,110.3,791.8,5289.8,153.5,1.2,825.2,0.4,1.2,3.4,0.9,791.5,3,0.25,3,0,0,0.4,1.21,3.4,0.94,1,0.8,0,,,49.513,,,,,,,,,,
10,bert,600,10.4,12,106.5,247.3,840.3,221.5,10.4,96,9.2,10.5,11.8,0.9,246.9,3,0.25,3,0,0,9.2,10.41,11.8,0.91,1,0.2,0,,,57.63,,,,,,,,,,
20,bert,1200,17.1,260,140.7,6785.2,15147.4,6353.5,17.1,58.5,16.2,17,18.2,0.7,6784.9,3,0.25,3,0,0,16.2,17.09,18.2,0.69,1,6.8,0,,,70.212,,,,,,,,,,
30,bert,1800,18.4,766,169,21384.4,41002.2,21043.5,18.4,54.4,16.4,18.3,19.4,0.7,21384.1,3,0.25,3,0,0,16.4,18.39,19.4,0.68,1,21.4,0,,,97.878,,,,,,,,,,
40,bert,2400,17.2,1678,185.6,45187.6,90493,51670.5,17.2,58,0,17.2,56.8,9.9,43790.6,3,0.25,3,0,0,0,17.25,56.8,9.91,1,45.2,0,,,139.164,,,,,,,,,,
50,bert,3000,18.1,2245,191.6,59961.5,122355.2,66223.5,18.1,55.3,0,18,46.8,9.1,49682.8,3,0.25,3,0,0,0,18.08,46.8,9.12,1,60,0,,,165.912,,,,,,,,,,
60,bert,3600,19.2,2803,202.8,72846.5,146248.9,77388.5,17.9,55.7,0,17.8,48.8,10.5,57197.5,3,0.25,3,257,0.071388889,0,17.84,48.8,10.47,1,72.8,126.7,,,187.346,,,,,,,,,,
70,bert,4200,21.7,3420,205,76777.9,146679.7,82574.5,17.8,56,0,17.8,53.6,12.8,59186.6,3,0.25,3,757,0.180238095,0,17.82,53.6,12.83,1,76.8,130.3,,,193.158,,,,,,,,,,
80,bert,4800,24.3,4003,211.9,79847.9,155086.3,84996.5,17.8,56,0,17.6,86.8,18.7,63917,3,0.25,3,1304,0.271666667,0,17.67,86.8,18.73,1,79.8,130,,,197.84,,,,,,,,,,
90,bert,5400,27.4,4756,214.4,83422.3,172098,88016.5,18.4,54.4,0,17.8,55.6,18.6,66690.3,3,0.25,3,1887,0.349444444,0,17.84,55.6,18.57,1,83.4,127.3,,,196.926,,,,,,,,,,
100,bert,6000,30.7,5101,218.1,80689,151949.6,85561.5,18.9,52.9,0,18.6,53.8,18,63667.6,3,0.25,3,2359,0.393166667,0,18.61,53.8,18.03,1,80.7,128.8,,,195.664,,,,,,,,,,
1,bert,60,1.2,2,78.3,93.2,243.2,87.5,1.2,824.5,0.4,1.2,2,0.6,92.9,3,0.25,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.468,,,,,,,,,,
10,bert,600,10.4,8,72.1,137.8,359.1,128.5,10.4,96,9,10.5,12.4,1,137.4,3,0.25,2,0,0,9,10.42,12.4,1,1,0.1,0,,,57.593,,,,,,,,,,
20,bert,1200,21.4,27,70.9,370.4,1081.7,332.5,21.4,46.8,19.2,21.2,25.4,1.9,370,3,0.25,2,0,0,19.2,21.37,25.4,1.91,1,0.4,0,,,56.142,,,,,,,,,,
30,bert,1800,25.1,380,92.5,8466.7,14817.9,8316.5,25.1,39.8,22.4,25,26.4,1.1,8466.4,3,0.25,2,0,0,22.4,25.11,26.4,1.05,1,8.5,0,,,71.682,,,,,,,,,,
40,bert,2400,25,978,114.1,19688.8,38668.4,20391.5,25,40,22.8,24.9,26,0.8,19688.5,3,0.25,2,0,0,22.8,24.97,26,0.81,1,19.7,0,,,96.119,,,,,,,,,,
50,bert,3000,24.4,1832,123.8,35472.4,79409.3,40349.5,24.4,40.9,8.2,24.4,46.4,6.3,33508.1,3,0.25,2,0,0,8.2,24.45,46.4,6.33,1,35.5,0,,,122.711,,,,,,,,,,
60,bert,3600,25.4,2333,135.2,46019.9,100837.9,49547.5,25.4,39.4,8,25.3,47.8,7.4,36771.4,3,0.25,2,0,0,8,25.37,47.8,7.4,1,46,0,,,141.9,,,,,,,,,,
70,bert,4200,24.6,3027,135.4,58832.5,123038.2,59253.5,24.5,40.9,0,24.5,97,21.4,44861.7,3,0.25,2,29,0.006904762,0,24.45,97,21.4,1,58.8,130.6,,,170.579,,,,,,,,,,
80,bert,4800,27,3541,149.3,64873.7,124367.9,64937.5,24.3,41.2,0,24.2,54,16.5,47554.1,3,0.25,2,503,0.104791667,0,24.16,54,16.53,1,64.9,127.9,,,177.835,,,,,,,,,,
90,bert,5400,28.6,4164,145.1,66036.9,142448.7,65070.5,24.5,40.8,0,24.3,58.4,21,47743.5,3,0.25,2,901,0.166851852,0,23.84,58.4,21.04,1,66,119.8,,,188.747,,,,,,,,,,
100,bert,6000,31.5,4900,159.3,70721,148040,70477.5,23.6,42.4,0,23,60.8,19.6,52060.2,3,0.25,2,1624,0.270666667,0,22.98,60.8,19.65,1,70.7,123.7,,,190.458,,,,,,,,,,
1,bert,60,1.2,11,113.7,821.8,5683.5,152.5,1.2,825.3,0.2,1.2,3.6,1,821.4,3,0.5,3,0,0,0.2,1.21,3.6,1.01,1,0.8,0,,,49.516,,,,,,,,,,
10,bert,600,10.4,11,108.8,253.6,746.6,224.5,10.4,96.1,9.2,10.5,11.8,1,253.2,3,0.5,3,0,0,9.2,10.41,11.8,1,1,0.3,0,,,57.631,,,,,,,,,,
20,bert,1200,17,272,131.6,7621.2,15493.1,7893.5,17,58.7,15,17,18.4,1.1,7620.8,3,0.5,3,0,0,15,17.03,18.4,1.1,1,7.6,0,,,70.469,,,,,,,,,,
30,bert,1800,17.3,878,232.3,26304,47372.4,27299.5,17.3,57.9,14.8,17.2,19.6,1.5,26303.6,3,0.5,3,0,0,14.8,17.27,19.6,1.51,1,26.3,0,,,104.248,,,,,,,,,,
40,bert,2400,17.6,1589,188.1,42987.2,81970,48963.5,17.6,56.8,0,17.5,61.6,10.5,41990.3,3,0.5,3,0,0,0,17.6,61.6,10.51,1,43,0,,,136.388,,,,,,,,,,
50,bert,3000,17.1,2235,202.6,63812.6,129726.3,68176.5,17.1,58.5,0,17.1,58.6,10.6,52730.5,3,0.5,3,0,0,0,17.1,58.6,10.59,1,63.8,0,,,175.445,,,,,,,,,,
60,bert,3600,19.1,2722,208.8,70283.4,141420.9,74925.5,18.4,54.4,0,18.4,66.4,12.3,55178.7,3,0.5,3,131,0.036388889,0,18.39,66.4,12.26,1,70.3,130.2,,,188.654,,,,,,,,,,
70,bert,4200,20.6,3412,210.1,81843.5,169122.8,88121.5,17.5,57.3,0,17.3,66.2,18.1,65378.3,3,0.5,3,674,0.16047619,0,17.32,66.2,18.06,1,81.8,127.8,,,203.584,,,,,,,,,,
80,bert,4800,24.4,3984,213.4,79802.9,151638.1,85337.5,18.3,54.5,0,18.2,56.2,18.6,63674.5,3,0.5,3,1212,0.2525,0,18.27,56.2,18.55,1,79.8,130.1,,,196.361,,,,,,,,,,
90,bert,5400,26.7,4721,219.7,84919.8,154788.4,87985.5,18.1,55.1,0,17.6,71.6,19.6,67257.7,3,0.5,3,1833,0.339444444,0,17.6,71.6,19.57,1,84.9,127.1,,,202.622,,,,,,,,,,
100,bert,6000,28.9,5193,226.7,88109.9,174633.7,90294.5,18.6,53.8,0,17.7,85.4,19.4,67946.8,3,0.5,3,2319,0.3865,0,17.75,85.4,19.38,1,88.1,126.2,,,207.421,,,,,,,,,,
